name,mass,fall,year,reclat,reclong
Asuka 881881,19.27,Found,1988,-72,26
Asuka 880863,19.3,Found,1988,-72,26
Asuka 882089,19.42,Found,1988,-72,26
Asuka 880883,19.44,Found,1988,-72,26
Asuka 880847,19.51,Found,1988,-72,26
Asuka 881161,19.52,Found,1988,-72,26
Asuka 880820,19.55,Found,1988,-72,26
Asuka 880688,19.56,Found,1988,-72,26
Asuka 881865,19.62,Found,1988,-72,26
Asuka 881717,19.79,Found,1988,-72,26
Asuka 880837,19.81,Found,1988,-72,26
Asuka 881563,19.83,Found,1988,-72,26
Asuka 880973,19.84,Found,1988,-72,26
Asuka 881628,19.88,Found,1988,-72,26
Asuka 881027,19.91,Found,1988,-72,26
Asuka 880672,19.93,Found,1988,-72,26
Asuka 881545,19.93,Found,1988,-72,26
Asuka 880909,20.01,Found,1988,-72,26
Asuka 881711,20.07,Found,1988,-72,26
Asuka 881207,20.08,Found,1988,-72,26
Asuka 881554,20.14,Found,1988,-72,26
Asuka 881320,20.15,Found,1988,-72,26
Asuka 881326,20.33,Found,1988,-72,26
Asuka 880663,20.35,Found,1988,-72,26
Asuka 880671,20.35,Found,1988,-72,26
Asuka 880669,20.42,Found,1988,-72,26
Asuka 880888,20.47,Found,1988,-72,26
Asuka 881173,20.51,Found,1988,-72,26
Asuka 880860,20.55,Found,1988,-72,26
Asuka 881858,20.56,Found,1988,-72,26
Asuka 880923,20.58,Found,1988,-72,26
Asuka 881291,20.68,Found,1988,-72,26
Asuka 881783,20.69,Found,1988,-72,26
Asuka 881671,20.73,Found,1988,-72,26
Asuka 881665,20.89,Found,1988,-72,26
Asuka 880943,21,Found,1988,-72,26
Asuka 880906,21.07,Found,1988,-72,26
Asuka 880654,21.16,Found,1988,-72,26
Asuka 881339,21.25,Found,1988,-72,26
Asuka 881597,21.25,Found,1988,-72,26
Asuka 880834,21.32,Found,1988,-72,26
Asuka 880971,21.44,Found,1988,-72,26
Asuka 881386,21.57,Found,1988,-72,26
Asuka 880881,21.59,Found,1988,-72,26
Asuka 881515,21.6,Found,1988,-72,26
Asuka 881255,21.69,Found,1988,-72,26
Asuka 881049,21.79,Found,1988,-72,26
Asuka 880945,21.83,Found,1988,-72,26
Asuka 882123,21.83,Found,1988,-72,26
Asuka 880799,21.85,Found,1988,-72,26
Asuka 880960,21.86,Found,1988,-72,26
Asuka 881472,21.89,Found,1988,-72,26
Asuka 881734,21.89,Found,1988,-72,26
Asuka 881639,21.98,Found,1988,-72,26
Asuka 880900,22,Found,1988,-72,26
Asuka 881238,22.02,Found,1988,-72,26
Asuka 881035,22.03,Found,1988,-72,26
Asuka 881382,22.05,Found,1988,-72,26
Asuka 880740,22.1,Found,1988,-72,26
Asuka 882099,22.19,Found,1988,-72,26
Asuka 881649,22.36,Found,1988,-72,26
Asuka 880686,22.5,Found,1988,-72,26
Asuka 881247,22.5,Found,1988,-72,26
Asuka 881106,22.58,Found,1988,-72,26
Asuka 881505,22.74,Found,1988,-72,26
Asuka 881464,22.76,Found,1988,-72,26
Asuka 881297,22.8,Found,1988,-72,26
Asuka 881432,22.82,Found,1988,-72,26
Asuka 881739,23.09,Found,1988,-72,26
Asuka 881303,23.12,Found,1988,-72,26
Asuka 880954,23.31,Found,1988,-72,26
Asuka 880748,23.49,Found,1988,-72,26
Asuka 880914,23.53,Found,1988,-72,26
Asuka 881221,23.53,Found,1988,-72,26
Asuka 881648,23.55,Found,1988,-72,26
Asuka 880626,23.58,Found,1988,-72,26
Asuka 882107,23.58,Found,1988,-72,26
Asuka 881159,23.63,Found,1988,-72,26
Asuka 881113,23.72,Found,1988,-72,26
Asuka 881804,23.74,Found,1988,-72,26
Asuka 881905,23.77,Found,1988,-72,26
Asuka 881068,23.84,Found,1988,-72,26
Asuka 881666,23.85,Found,1988,-72,26
Asuka 881951,23.88,Found,1988,-72,26
Asuka 880939,23.91,Found,1988,-72,26
Asuka 881254,23.91,Found,1988,-72,26
Asuka 881086,23.99,Found,1988,-72,26
Asuka 880730,24.09,Found,1988,-72,26
Asuka 880989,24.13,Found,1988,-72,26
Asuka 880604,24.19,Found,1988,-72,26
Asuka 881082,24.21,Found,1988,-72,26
Asuka 881314,24.23,Found,1988,-72,26
Asuka 881729,24.35,Found,1988,-72,26
Asuka 881387,24.37,Found,1988,-72,26
Asuka 881723,24.62,Found,1988,-72,26
Asuka 882013,24.63,Found,1988,-72,26
Asuka 881232,24.66,Found,1988,-72,26
Asuka 880866,24.84,Found,1988,-72,26
Asuka 881408,24.86,Found,1988,-72,26
Asuka 881169,24.92,Found,1988,-72,26
Asuka 881961,24.95,Found,1988,-72,26
Asuka 881141,25.02,Found,1988,-72,26
Asuka 880766,25.24,Found,1988,-72,26
Asuka 881749,25.24,Found,1988,-72,26
Asuka 880947,25.3,Found,1988,-72,26
Asuka 880865,25.41,Found,1988,-72,26
Asuka 881568,25.46,Found,1988,-72,26
Asuka 881599,25.46,Found,1988,-72,26
Asuka 881122,25.56,Found,1988,-72,26
Asuka 880798,25.59,Found,1988,-72,26
Asuka 880072,25.67,Found,1988,-72,26
Asuka 881463,25.69,Found,1988,-72,26
Asuka 880982,25.71,Found,1988,-72,26
Asuka 881892,25.74,Found,1988,-72,26
Asuka 881968,26.04,Found,1988,-72,26
Asuka 881544,26.19,Found,1988,-72,26
Asuka 881093,26.32,Found,1988,-72,26
Asuka 881963,26.33,Found,1988,-72,26
Asuka 881170,26.41,Found,1988,-72,26
Asuka 881418,26.5,Found,1988,-72,26
Asuka 881956,26.54,Found,1988,-72,26
Asuka 881727,26.96,Found,1988,-72,26
Asuka 880985,26.99,Found,1988,-72,26
Asuka 880791,27.03,Found,1988,-72,26
Asuka 881512,27.17,Found,1988,-72,26
Asuka 881281,27.2,Found,1988,-72,26
Asuka 880828,27.29,Found,1988,-72,26
Asuka 881555,27.34,Found,1988,-72,26
Asuka 880842,27.49,Found,1988,-72,26
Asuka 881600,27.52,Found,1988,-72,26
Asuka 881864,27.58,Found,1988,-72,26
Asuka 880662,27.64,Found,1988,-72,26
Asuka 881805,27.64,Found,1988,-72,26
Asuka 882043,27.7,Found,1988,-72,26
Asuka 880935,27.78,Found,1988,-72,26
Asuka 881606,27.89,Found,1988,-72,26
Asuka 880795,27.92,Found,1988,-72,26
Asuka 880889,27.97,Found,1988,-72,26
Asuka 880794,27.98,Found,1988,-72,26
Asuka 881218,28,Found,1988,-72,26
Asuka 880890,28.12,Found,1988,-72,26
Asuka 880803,28.19,Found,1988,-72,26
Asuka 881310,28.37,Found,1988,-72,26
Asuka 881744,28.48,Found,1988,-72,26
Asuka 881954,28.54,Found,1988,-72,26
Asuka 880601,28.71,Found,1988,-72,26
Asuka 880792,28.75,Found,1988,-72,26
Asuka 880691,28.77,Found,1988,-72,26
Asuka 881634,28.9,Found,1988,-72,26
Asuka 882079,28.97,Found,1988,-72,26
Asuka 881196,29.01,Found,1988,-72,26
Asuka 881186,29.23,Found,1988,-72,26
Asuka 880859,29.25,Found,1988,-72,26
Asuka 880833,29.32,Found,1988,-72,26
Asuka 880652,29.35,Found,1988,-72,26
Asuka 881420,29.36,Found,1988,-72,26
Asuka 881724,29.42,Found,1988,-72,26
Asuka 880741,29.84,Found,1988,-72,26
Asuka 881511,29.88,Found,1988,-72,26
Asuka 880718,30.18,Found,1988,-72,26
Asuka 881630,30.2,Found,1988,-72,26
Asuka 880655,30.21,Found,1988,-72,26
Asuka 881123,30.23,Found,1988,-72,26
Asuka 881959,30.24,Found,1988,-72,26
Asuka 881004,30.25,Found,1988,-72,26
Asuka 881391,30.46,Found,1988,-72,26
Asuka 880627,30.6,Found,1988,-72,26
Asuka 881323,30.62,Found,1988,-72,26
Asuka 880988,30.68,Found,1988,-72,26
Asuka 881294,30.72,Found,1988,-72,26
Asuka 880775,30.76,Found,1988,-72,26
Asuka 880944,30.77,Found,1988,-72,26
Asuka 880878,30.82,Found,1988,-72,26
Asuka 881299,30.85,Found,1988,-72,26
Asuka 881764,30.99,Found,1988,-72,26
Asuka 881692,31.08,Found,1988,-72,26
Asuka 881205,31.09,Found,1988,-72,26
Asuka 881327,31.15,Found,1988,-72,26
Asuka 881657,31.16,Found,1988,-72,26
Asuka 881801,31.21,Found,1988,-72,26
Asuka 881920,31.37,Found,1988,-72,26
Asuka 881688,31.56,Found,1988,-72,26
Asuka 881461,31.59,Found,1988,-72,26
Asuka 880981,31.62,Found,1988,-72,26
Asuka 881558,31.78,Found,1988,-72,26
Asuka 881276,31.84,Found,1988,-72,26
Asuka 881484,31.85,Found,1988,-72,26
Asuka 880849,31.97,Found,1988,-72,26
Asuka 881803,32.022,Found,1988,-72,26
Asuka 881147,32.05,Found,1988,-72,26
Asuka 881735,32.06,Found,1988,-72,26
Asuka 882015,32.11,Found,1988,-72,26
Asuka 881118,32.16,Found,1988,-72,26
Asuka 881427,32.24,Found,1988,-72,26
Asuka 880953,32.36,Found,1988,-72,26
Asuka 881341,32.38,Found,1988,-72,26
Asuka 881939,32.4,Found,1988,-72,26
Asuka 880894,32.42,Found,1988,-72,26
Asuka 881176,32.43,Found,1988,-72,26
Asuka 881875,32.48,Found,1988,-72,26
Asuka 881792,32.57,Found,1988,-72,26
Asuka 881882,32.59,Found,1988,-72,26
Asuka 881761,32.7,Found,1988,-72,26
Asuka 881069,32.75,Found,1988,-72,26
Asuka 881828,32.84,Found,1988,-72,26
Asuka 881331,32.854,Found,1988,-72,26
Asuka 881712,32.97,Found,1988,-72,26
Asuka 881685,33.04,Found,1988,-72,26
Asuka 881653,33.11,Found,1988,-72,26
Asuka 880708,33.2,Found,1988,-72,26
Asuka 881725,33.27,Found,1988,-72,26
Asuka 881998,33.47,Found,1988,-72,26
Asuka 882059,33.52,Found,1988,-72,26
Asuka 880846,33.62,Found,1988,-72,26
Asuka 881379,33.68,Found,1988,-72,26
Asuka 880665,33.78,Found,1988,-72,26
Asuka 881971,33.91,Found,1988,-72,26
Asuka 881334,34.05,Found,1988,-72,26
Asuka 881224,34.12,Found,1988,-72,26
Asuka 880978,34.38,Found,1988,-72,26
Asuka 881445,34.39,Found,1988,-72,26
Asuka 880804,34.55,Found,1988,-72,26
Asuka 880658,34.57,Found,1988,-72,26
Asuka 880813,34.72,Found,1988,-72,26
Asuka 880933,35.05,Found,1988,-72,26
Asuka 881491,35.06,Found,1988,-72,26
Asuka 880966,35.1,Found,1988,-72,26
Asuka 881851,35.12,Found,1988,-72,26
Asuka 880771,35.32,Found,1988,-72,26
Asuka 880617,35.48,Found,1988,-72,26
Asuka 882101,35.62,Found,1988,-72,26
Asuka 881984,35.73,Found,1988,-72,26
Asuka 881594,35.74,Found,1988,-72,26
Asuka 880822,35.8,Found,1988,-72,26
Asuka 880874,35.84,Found,1988,-72,26
Asuka 880862,35.91,Found,1988,-72,26
Asuka 881811,36.11,Found,1988,-72,26
Asuka 880911,36.25,Found,1988,-72,26
Asuka 880753,36.29,Found,1988,-72,26
Asuka 881996,36.46,Found,1988,-72,26
Asuka 880642,36.49,Found,1988,-72,26
Asuka 880817,36.59,Found,1988,-72,26
Asuka 880693,36.63,Found,1988,-72,26
Asuka 881655,36.64,Found,1988,-72,26
Asuka 880811,36.75,Found,1988,-72,26
Asuka 880892,36.89,Found,1988,-72,26
Asuka 881743,37.06,Found,1988,-72,26
Asuka 881687,37.12,Found,1988,-72,26
Asuka 880742,37.14,Found,1988,-72,26
Asuka 881564,37.22,Found,1988,-72,26
Asuka 880743,37.26,Found,1988,-72,26
Asuka 881575,37.49,Found,1988,-72,26
Asuka 881117,37.5,Found,1988,-72,26
Asuka 880830,37.56,Found,1988,-72,26
Asuka 880818,37.57,Found,1988,-72,26
Asuka 880941,37.82,Found,1988,-72,26
Asuka 881114,37.9,Found,1988,-72,26
Asuka 880068,37.98,Found,1988,-72,26
Asuka 881279,38.3,Found,1988,-72,26
Asuka 880667,38.32,Found,1988,-72,26
Asuka 880764,38.36,Found,1988,-72,26
Asuka 881467,38.4,Found,1988,-72,26
Asuka 881397,38.5,Found,1988,-72,26
Asuka 880867,38.6,Found,1988,-72,26
Asuka 881989,38.62,Found,1988,-72,26
Asuka 881047,38.7,Found,1988,-72,26
Asuka 881975,38.72,Found,1988,-72,26
Asuka 880679,38.78,Found,1988,-72,26
Asuka 881286,39.06,Found,1988,-72,26
Asuka 881329,39.25,Found,1988,-72,26
Asuka 881469,39.25,Found,1988,-72,26
Asuka 880936,39.46,Found,1988,-72,26
Asuka 880962,39.47,Found,1988,-72,26
Asuka 881839,39.62,Found,1988,-72,26
Asuka 881662,39.73,Found,1988,-72,26
Asuka 880919,39.78,Found,1988,-72,26
Asuka 881955,40,Found,1988,-72,26
Asuka 881667,40.09,Found,1988,-72,26
Asuka 880645,40.1,Found,1988,-72,26
Asuka 881210,40.16,Found,1988,-72,26
Asuka 882056,40.19,Found,1988,-72,26
Asuka 881019,40.21,Found,1988,-72,26
Asuka 880877,40.24,Found,1988,-72,26
Asuka 880810,40.39,Found,1988,-72,26
Asuka 881618,40.49,Found,1988,-72,26
Asuka 880815,40.53,Found,1988,-72,26
Asuka 880790,40.61,Found,1988,-72,26
Asuka 880921,40.63,Found,1988,-72,26
Asuka 881616,40.63,Found,1988,-72,26
Asuka 880738,40.75,Found,1988,-72,26
Asuka 881845,40.76,Found,1988,-72,26
Asuka 880858,40.77,Found,1988,-72,26
Asuka 881885,40.81,Found,1988,-72,26
Asuka 880851,40.91,Found,1988,-72,26
Asuka 880648,41.01,Found,1988,-72,26
Asuka 880905,41.2,Found,1988,-72,26
Asuka 880634,41.25,Found,1988,-72,26
Asuka 880717,41.42,Found,1988,-72,26
Asuka 881933,41.69,Found,1988,-72,26
Asuka 881065,41.74,Found,1988,-72,26
Asuka 882020,41.85,Found,1988,-72,26
Asuka 881922,42.11,Found,1988,-72,26
Asuka 881358,42.27,Found,1988,-72,26
Asuka 881239,42.35,Found,1988,-72,26
Asuka 880685,42.37,Found,1988,-72,26
Asuka 881758,42.47,Found,1988,-72,26
Asuka 881627,42.68,Found,1988,-72,26
Asuka 881536,42.91,Found,1988,-72,26
Asuka 880796,43.15,Found,1988,-72,26
Asuka 880797,43.29,Found,1988,-72,26
Asuka 880069,43.31,Found,1988,-72,26
Asuka 882006,43.36,Found,1988,-72,26
Asuka 881110,43.5,Found,1988,-72,26
Asuka 881137,43.59,Found,1988,-72,26
Asuka 881412,43.65,Found,1988,-72,26
Asuka 880767,44.01,Found,1988,-72,26
Asuka 880887,44.11,Found,1988,-72,26
Asuka 881646,44.12,Found,1988,-72,26
Asuka 880734,44.19,Found,1988,-72,26
Asuka 880784,44.23,Found,1988,-72,26
Asuka 881867,44.28,Found,1988,-72,26
Asuka 880720,44.29,Found,1988,-72,26
Asuka 880701,44.31,Found,1988,-72,26
Asuka 881079,44.34,Found,1988,-72,26
Asuka 881776,44.43,Found,1988,-72,26
Asuka 880768,44.63,Found,1988,-72,26
Asuka 881130,44.69,Found,1988,-72,26
Asuka 880845,44.71,Found,1988,-72,26
Asuka 881231,44.82,Found,1988,-72,26
Asuka 880934,44.83,Found,1988,-72,26
Asuka 881733,44.9,Found,1988,-72,26
Asuka 881374,44.95,Found,1988,-72,26
Asuka 881053,45.06,Found,1988,-72,26
Asuka 881158,45.18,Found,1988,-72,26
Asuka 882014,45.21,Found,1988,-72,26
Asuka 881802,45.29,Found,1988,-72,26
Asuka 881040,45.35,Found,1988,-72,26
Asuka 881714,45.54,Found,1988,-72,26
Asuka 881034,45.66,Found,1988,-72,26
Asuka 881300,46.29,Found,1988,-72,26
Asuka 881754,46.75,Found,1988,-72,26
Asuka 881256,46.77,Found,1988,-72,26
Asuka 881202,46.94,Found,1988,-72,26
Asuka 880786,47.05,Found,1988,-72,26
Asuka 880737,47.19,Found,1988,-72,26
Asuka 881235,47.24,Found,1988,-72,26
Asuka 882016,47.24,Found,1988,-72,26
Asuka 881109,47.25,Found,1988,-72,26
Asuka 880625,47.26,Found,1988,-72,26
Asuka 881389,47.33,Found,1988,-72,26
Asuka 880886,47.34,Found,1988,-72,26
Asuka 880984,47.49,Found,1988,-72,26
Asuka 880769,47.67,Found,1988,-72,26
Asuka 881663,47.74,Found,1988,-72,26
Asuka 880806,48.31,Found,1988,-72,26
Asuka 881280,48.47,Found,1988,-72,26
Asuka 880844,48.53,Found,1988,-72,26
Asuka 880805,48.57,Found,1988,-72,26
Asuka 882118,48.61,Found,1988,-72,26
Asuka 880621,48.63,Found,1988,-72,26
Asuka 881416,48.69,Found,1988,-72,26
Asuka 880725,48.72,Found,1988,-72,26
Asuka 880979,48.82,Found,1988,-72,26
Asuka 881287,48.92,Found,1988,-72,26
Asuka 881220,48.97,Found,1988,-72,26
Asuka 882082,48.97,Found,1988,-72,26
Asuka 881957,49.03,Found,1988,-72,26
Asuka 881240,49.11,Found,1988,-72,26
Asuka 881541,49.11,Found,1988,-72,26
Asuka 881031,49.25,Found,1988,-72,26
Asuka 881187,49.3,Found,1988,-72,26
Asuka 881121,49.52,Found,1988,-72,26
Asuka 881260,49.68,Found,1988,-72,26
Asuka 881565,49.69,Found,1988,-72,26
Asuka 880907,49.73,Found,1988,-72,26
Asuka 881664,49.81,Found,1988,-72,26
Asuka 880825,49.9,Found,1988,-72,26
Asuka 881728,50.08,Found,1988,-72,26
Asuka 881414,50.17,Found,1988,-72,26
Asuka 880908,50.46,Found,1988,-72,26
Asuka 881361,50.67,Found,1988,-72,26
Asuka 881696,50.86,Found,1988,-72,26
Asuka 881311,51.16,Found,1988,-72,26
Asuka 881883,51.3,Found,1988,-72,26
Asuka 881392,51.49,Found,1988,-72,26
Asuka 880800,51.53,Found,1988,-72,26
Asuka 881843,51.53,Found,1988,-72,26
Asuka 882033,51.63,Found,1988,-72,26
Asuka 880704,51.64,Found,1988,-72,26
Asuka 881533,51.86,Found,1988,-72,26
Asuka 881771,51.95,Found,1988,-72,26
Asuka 880802,51.98,Found,1988,-72,26
Asuka 881100,52.01,Found,1988,-72,26
Asuka 881071,52.07,Found,1988,-72,26
Asuka 880896,52.12,Found,1988,-72,26
Asuka 880993,52.12,Found,1988,-72,26
Asuka 881020,52.12,Found,1988,-72,26
Asuka 880930,52.21,Found,1988,-72,26
Asuka 881350,52.22,Found,1988,-72,26
Asuka 881849,52.54,Found,1988,-72,26
Asuka 880871,52.58,Found,1988,-72,26
Asuka 881581,52.63,Found,1988,-72,26
Asuka 881786,52.66,Found,1988,-72,26
Asuka 880807,52.71,Found,1988,-72,26
Asuka 880785,52.73,Found,1988,-72,26
Asuka 880951,52.86,Found,1988,-72,26
Asuka 880884,53,Found,1988,-72,26
Asuka 881115,53.08,Found,1988,-72,26
Asuka 880836,53.12,Found,1988,-72,26
Asuka 880647,53.14,Found,1988,-72,26
Asuka 881064,53.29,Found,1988,-72,26
Asuka 880778,53.41,Found,1988,-72,26
Asuka 881081,53.49,Found,1988,-72,26
Asuka 881765,53.49,Found,1988,-72,26
Asuka 881271,53.97,Found,1988,-72,26
Asuka 882113,53.98,Found,1988,-72,26
Asuka 880809,54.1,Found,1988,-72,26
Asuka 881098,54.21,Found,1988,-72,26
Asuka 881001,54.24,Found,1988,-72,26
Asuka 881016,54.41,Found,1988,-72,26
Asuka 880763,54.73,Found,1988,-72,26
Asuka 881051,54.8,Found,1988,-72,26
Asuka 880073,54.97,Found,1988,-72,26
Asuka 880773,55.16,Found,1988,-72,26
Asuka 881777,55.24,Found,1988,-72,26
Asuka 881921,55.38,Found,1988,-72,26
Asuka 881837,55.57,Found,1988,-72,26
Asuka 881022,55.68,Found,1988,-72,26
Asuka 880925,56.07,Found,1988,-72,26
Asuka 881699,56.61,Found,1988,-72,26
Asuka 880864,56.65,Found,1988,-72,26
Asuka 880850,56.75,Found,1988,-72,26
Asuka 882096,56.75,Found,1988,-72,26
Asuka 881458,56.84,Found,1988,-72,26
Asuka 881411,56.93,Found,1988,-72,26
Asuka 881246,57.07,Found,1988,-72,26
Asuka 881538,57.17,Found,1988,-72,26
Asuka 881317,57.29,Found,1988,-72,26
Asuka 880071,57.45,Found,1988,-72,26
Asuka 880913,57.72,Found,1988,-72,26
Asuka 881041,57.73,Found,1988,-72,26
Asuka 881070,57.96,Found,1988,-72,26
Asuka 882045,58.14,Found,1988,-72,26
Asuka 881932,58.24,Found,1988,-72,26
Asuka 880882,58.26,Found,1988,-72,26
Asuka 881570,58.26,Found,1988,-72,26
Asuka 880782,58.28,Found,1988,-72,26
Asuka 881621,58.3,Found,1988,-72,26
Asuka 881342,58.46,Found,1988,-72,26
Asuka 880835,58.48,Found,1988,-72,26
Asuka 881129,58.55,Found,1988,-72,26
Asuka 881108,58.72,Found,1988,-72,26
Asuka 881962,58.77,Found,1988,-72,26
Asuka 881815,58.86,Found,1988,-72,26
Asuka 881841,58.87,Found,1988,-72,26
Asuka 880917,58.91,Found,1988,-72,26
Asuka 881078,58.95,Found,1988,-72,26
Asuka 880990,59.03,Found,1988,-72,26
Asuka 881778,59.03,Found,1988,-72,26
Asuka 881357,59.11,Found,1988,-72,26
Asuka 882111,59.27,Found,1988,-72,26
Asuka 880622,59.48,Found,1988,-72,26
Asuka 880711,59.58,Found,1988,-72,26
Asuka 881928,59.8,Found,1988,-72,26
Asuka 881706,59.83,Found,1988,-72,26
Asuka 881165,59.98,Found,1988,-72,26
Asuka 880765,60.09,Found,1988,-72,26
Asuka 880684,60.26,Found,1988,-72,26
Asuka 881267,60.49,Found,1988,-72,26
Asuka 881112,60.63,Found,1988,-72,26
Asuka 882018,60.66,Found,1988,-72,26
Asuka 881609,60.71,Found,1988,-72,26
Asuka 881470,60.76,Found,1988,-72,26
Asuka 880840,60.92,Found,1988,-72,26
Asuka 881288,60.98,Found,1988,-72,26
Asuka 880067,61.4,Found,1988,-72,26
Asuka 880789,61.55,Found,1988,-72,26
Asuka 881582,61.64,Found,1988,-72,26
Asuka 882105,61.9,Found,1988,-72,26
Asuka 881337,62.09,Found,1988,-72,26
Asuka 880609,62.11,Found,1988,-72,26
Asuka 881116,62.18,Found,1988,-72,26
Asuka 881966,62.25,Found,1988,-72,26
Asuka 880756,62.37,Found,1988,-72,26
Asuka 881914,62.5,Found,1988,-72,26
Asuka 881261,62.94,Found,1988,-72,26
Asuka 881415,63.19,Found,1988,-72,26
Asuka 881156,63.46,Found,1988,-72,26
Asuka 880994,63.52,Found,1988,-72,26
Asuka 882053,63.59,Found,1988,-72,26
Asuka 881189,63.97,Found,1988,-72,26
Asuka 881859,64.04,Found,1988,-72,26
Asuka 881945,64.29,Found,1988,-72,26
Asuka 881008,64.69,Found,1988,-72,26
Asuka 881174,64.69,Found,1988,-72,26
Asuka 881095,64.82,Found,1988,-72,26
Asuka 881175,64.84,Found,1988,-72,26
Asuka 880968,65.09,Found,1988,-72,26
Asuka 880761,65.44,Found,1988,-72,26
Asuka 882070,65.48,Found,1988,-72,26
Asuka 881054,65.84,Found,1988,-72,26
Asuka 881450,65.95,Found,1988,-72,26
Asuka 880649,65.98,Found,1988,-72,26
Asuka 881943,66.13,Found,1988,-72,26
Asuka 882110,66.21,Found,1988,-72,26
Asuka 881360,66.48,Found,1988,-72,26
Asuka 880793,67.01,Found,1988,-72,26
Asuka 881292,67.53,Found,1988,-72,26
Asuka 881440,67.59,Found,1988,-72,26
Asuka 881907,67.65,Found,1988,-72,26
Asuka 881306,67.96,Found,1988,-72,26
Asuka 881228,67.98,Found,1988,-72,26
Asuka 881171,68.16,Found,1988,-72,26
Asuka 880992,68.31,Found,1988,-72,26
Asuka 881348,68.33,Found,1988,-72,26
Asuka 880760,68.42,Found,1988,-72,26
Asuka 881028,68.81,Found,1988,-72,26
Asuka 881552,68.93,Found,1988,-72,26
Asuka 881916,69.16,Found,1988,-72,26
Asuka 881162,69.4,Found,1988,-72,26
Asuka 880759,69.42,Found,1988,-72,26
Asuka 880772,69.57,Found,1988,-72,26
Asuka 881730,69.93,Found,1988,-72,26
Asuka 881935,69.96,Found,1988,-72,26
Asuka 881475,70.13,Found,1988,-72,26
Asuka 881248,70.21,Found,1988,-72,26
Asuka 881025,70.55,Found,1988,-72,26
Asuka 881394,70.92,Found,1988,-72,26
Asuka 880986,70.98,Found,1988,-72,26
Asuka 881253,71.05,Found,1988,-72,26
Asuka 881005,71.54,Found,1988,-72,26
Asuka 880870,71.69,Found,1988,-72,26
Asuka 881938,71.8,Found,1988,-72,26
Asuka 880961,71.89,Found,1988,-72,26
Asuka 880752,72.01,Found,1988,-72,26
Asuka 881880,72.03,Found,1988,-72,26
Asuka 880998,72.04,Found,1988,-72,26
Asuka 881148,72.26,Found,1988,-72,26
Asuka 881507,72.37,Found,1988,-72,26
Asuka 881745,72.47,Found,1988,-72,26
Asuka 881456,72.75,Found,1988,-72,26
Asuka 881305,72.78,Found,1988,-72,26
Asuka 882034,72.83,Found,1988,-72,26
Asuka 881180,73.33,Found,1988,-72,26
Asuka 880948,73.56,Found,1988,-72,26
Asuka 882092,73.81,Found,1988,-72,26
Asuka 880745,74.1,Found,1988,-72,26
Asuka 881155,74.1,Found,1988,-72,26
Asuka 881402,74.11,Found,1988,-72,26
Asuka 880616,74.39,Found,1988,-72,26
Asuka 880848,74.41,Found,1988,-72,26
Asuka 881055,74.57,Found,1988,-72,26
Asuka 881257,74.74,Found,1988,-72,26
Asuka 881128,75.04,Found,1988,-72,26
Asuka 881793,76.37,Found,1988,-72,26
Asuka 881084,76.44,Found,1988,-72,26
Asuka 881694,76.47,Found,1988,-72,26
Asuka 881834,76.86,Found,1988,-72,26
Asuka 880983,77.92,Found,1988,-72,26
Asuka 880724,78.24,Found,1988,-72,26
Asuka 881063,78.86,Found,1988,-72,26
Asuka 881259,79.16,Found,1988,-72,26
Asuka 880605,79.2,Found,1988,-72,26
Asuka 880814,79.34,Found,1988,-72,26
Asuka 881944,79.66,Found,1988,-72,26
Asuka 881683,79.92,Found,1988,-72,26
Asuka 881626,80.06,Found,1988,-72,26
Asuka 881838,80.36,Found,1988,-72,26
Asuka 880758,80.85,Found,1988,-72,26
Asuka 880854,81.74,Found,1988,-72,26
Asuka 880781,81.85,Found,1988,-72,26
Asuka 881872,81.9,Found,1988,-72,26
Asuka 881760,81.93,Found,1988,-72,26
Asuka 881866,82.33,Found,1988,-72,26
Asuka 881085,82.45,Found,1988,-72,26
Asuka 880926,82.47,Found,1988,-72,26
Asuka 881104,82.59,Found,1988,-72,26
Asuka 881318,82.71,Found,1988,-72,26
Asuka 882010,83.06,Found,1988,-72,26
Asuka 882051,83.16,Found,1988,-72,26
Asuka 880831,83.18,Found,1988,-72,26
Asuka 881873,83.28,Found,1988,-72,26
Asuka 881219,83.29,Found,1988,-72,26
Asuka 881192,83.34,Found,1988,-72,26
Asuka 880659,83.42,Found,1988,-72,26
Asuka 881107,83.47,Found,1988,-72,26
Asuka 881542,83.7,Found,1988,-72,26
Asuka 880885,83.89,Found,1988,-72,26
Asuka 881926,84.03,Found,1988,-72,26
Asuka 881269,84.13,Found,1988,-72,26
Asuka 881904,84.79,Found,1988,-72,26
Asuka 881178,84.87,Found,1988,-72,26
Asuka 880780,85.55,Found,1988,-72,26
Asuka 882115,86.06,Found,1988,-72,26
Asuka 880841,86.63,Found,1988,-72,26
Asuka 881153,86.7,Found,1988,-72,26
Asuka 881863,86.7,Found,1988,-72,26
Asuka 881601,86.84,Found,1988,-72,26
Asuka 881273,87.27,Found,1988,-72,26
Asuka 881072,87.38,Found,1988,-72,26
Asuka 881874,87.49,Found,1988,-72,26
Asuka 881893,87.58,Found,1988,-72,26
Asuka 881262,88.13,Found,1988,-72,26
Asuka 881405,88.17,Found,1988,-72,26
Asuka 881226,88.49,Found,1988,-72,26
Asuka 880639,88.68,Found,1988,-72,26
Asuka 881172,88.93,Found,1988,-72,26
Asuka 881038,89,Found,1988,-72,26
